grade,car_model,car_use_cond,price,mileage,year,car_id,car_location,indi_car_link,car_type,fuel_type,gear_type
E,2011 Volkswagen Passat,Nigerian Used,"₦ 1,375,500","Mileage:  74,252 Km",Year: 2011,Car ID: NG-360979,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/volkswagen-passat-2011-automatic-ng-360979?filter=,Sedan,Petrol,automatic
E,1996 Toyota Avalon,Nigerian Used,"₦ 252,000","Mileage:  238,189 Km",Year: 1996,Car ID: NG-360828,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-avalon-1996-automatic-ng-360828?filter=,Sedan,Petrol,automatic
C,2000 Lexus Rx,Nigerian Used,"₦ 955,500","Mileage:  223,298 Km",Year: 2000,Car ID: NG-360874,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/lexus-rx-2000-automatic-ng-360874?filter=,Suv,Petrol,automatic
C,1990 Volkswagen Passat,Nigerian Used,"₦ 406,875","Mileage:  166,549 Km",Year: 1990,Car ID: NG-361229,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/volkswagen-passat-1990-manual-ng-361229?filter=,Hatchback,Petrol,manual
D,2005 Toyota Corolla,Nigerian Used,"₦ 903,000","Mileage:  120,314 Km",Year: 2005,Car ID: NG-360848,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-corolla-2005-ng-360848?filter=,Sedan,Petrol,automatic
E,2010 Nissan Qashqai,Nigerian Used,"₦ 955,500","Mileage:  77,116 Km",Year: 2010,Car ID: NG-361217,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-qashqai-2010-automatic-ng-361217?filter=,Suv,Petrol,automatic
C,2005 Chevrolet Equinox,Foreign Used,"₦ 2,110,500","Mileage:  103,459 Km",Year: 2005,Car ID: NG-361241,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/chevrolet-equinox-2005-automatic-ng-361241?filter=,Suv,Petrol,automatic
C,2011 Mitsubishi Pajero,Nigerian Used,"₦ 2,110,500","Mileage:  84,335 Km",Year: 2011,Car ID: NG-361302,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mitsubishi-pajero-2011-6cylinders-ng-361302?filter=,Suv,Petrol,automatic
E,2004 Honda Pilot,Nigerian Used,"₦ 535,500","Mileage:  327,626 Km",Year: 2004,Car ID: NG-360792,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-pilot-2004-automatic-ng-360792?filter=,Suv,Petrol,automatic
E,2009 Toyota Camry,Foreign Used,"₦ 1,795,500","Mileage:  122,951 Km",Year: 2009,Car ID: NG-360836,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2009-automatic-ng-360836?filter=,Sedan,Petrol,automatic
C,2013 Nissan Maxima,Foreign Used,"₦ 3,895,500","Mileage:  106,379 Km",Year: 2013,Car ID: NG-360907,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/nissan-maxima-2013-automatic-ng-360907?filter=,Sedan,Petrol,automatic
D,2003 Renault Scenic,Foreign Used,"₦ 745,000",Mileage:  1 Km,Year: 2003,Car ID: NG-361081,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/renault-scenic-2003-manual-ng-361081?filter=,Sedan,Petrol,manual
E,2008 Honda Accord,Nigerian Used,"₦ 1,375,500","Mileage:  146,809 Km",Year: 2008,Car ID: NG-361135,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2008-automatic-ng-361135?filter=,Coupe,Petrol,automatic
C,2005 BMW X3,Nigerian Used,"₦ 955,500","Mileage:  136,754 Km",Year: 2005,Car ID: NG-361048,"Port Harcourt - SNB
                                                                                                                        , Port Harcourt",https://buy.cars45.com/cars/bmw-x3-2005-automatic-ng-361048?filter=,Suv,Petrol,automatic
E,2011 Hyundai Accent,Nigerian Used,"₦ 850,500","Mileage:  99,210 Km",Year: 2011,Car ID: NG-361132,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/hyundai-accent-2011-automatic-ng-361132?filter=,Sedan,Petrol,automatic
C,2010 Toyota Highlander,Nigerian Used,"₦ 2,635,500","Mileage:  106,794 Km",Year: 2010,Car ID: NG-360895,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-highlander-2010-automatic-ng-360895?filter=,Suv,Petrol,automatic
E,2007 Toyota Yaris,Nigerian Used,"₦ 955,000","Mileage:  148,125 Km",Year: 2007,Car ID: NG-361129,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-yaris-2007-automatic-ng-361129?filter=,Sedan,Petrol,automatic
D,2003 Honda Accord,Nigerian Used,"₦ 483,000","Mileage:  287,911 Km",Year: 2003,Car ID: NG-360880,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2003-automatic-ng-360880?filter=,Sedan,Petrol,automatic
E,2014 Toyota Highlander,Nigerian Used,"₦ 4,431,000","Mileage:  102,983 Km",Year: 2014,Car ID: NG-360924,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-highlander-2014-automatic-ng-360924?filter=,Mpv,Petrol,automatic
D,2004 Toyota Sienna,Nigerian Used,"₦ 1,055,000","Mileage:  127,615 Km",Year: 2004,Car ID: NG-360692,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-sienna-2004-automatic-ng-360692?filter=,Petrol,automatic,
B,2016 Toyota Land Cruiser,Nigerian Used,"₦ 36,760,500","Mileage:  37,492 Km",Year: 2016,Car ID: NG-361127,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-land-cruiser-2016-automatic-ng-361127?filter=,Suv,Petrol,automatic
D,2004 Honda Odyssey,Nigerian Used,"₦ 745,500","Mileage:  108,168 Km",Year: 2004,Car ID: NG-360702,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-odyssey-2004-automatic-ng-360702?filter=,Mpv,Petrol,automatic
C,2007 Volkswagen Passat,Nigerian Used,"₦ 4,735,500","Mileage:  64,766 Km",Year: 2007,Car ID: NG-361235,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/volkswagen-passat-2007-automatic-ng-361235?filter=,Sedan,Petrol,automatic
C,2006 BMW 7 Series,Nigerian Used,"₦ 1,500,000","Mileage:  270,404 Km",Year: 2006,Car ID: NG-360733,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/bmw-7-series-2006-8cylinder-ng-360733?filter=,Sedan,Petrol,automatic
C,2008 Peugeot 307,Nigerian Used,"₦ 588,000","Mileage:  659,784 Km",Year: 2008,Car ID: NG-361014,"Ibadan - SNB
                                                                                                                        , Ibadan",https://buy.cars45.com/cars/peugeot-307-2008-manual-ng-361014?filter=,Hatchback,Petrol,manual
D,2008 Toyota Camry,Nigerian Used,"₦ 1,900,500","Mileage:  198,520 Km",Year: 2008,Car ID: NG-360764,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2008-automatic-ng-360764?filter=,Sedan,Petrol,automatic
E,2008 Land Rover Range Rover Sport,Foreign Used,"₦ 1,123,500","Mileage:  278,670 Km",Year: 2008,Car ID: NG-361018,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/land-rover-range-rover-sport-2008-automatic-ng-361018?filter=,Suv,Petrol,automatic
C,2003 Toyota Matrix,Foreign Used,"₦ 1,705,600","Mileage:  115,021 Km",Year: 2003,Car ID: NG-360030,"Oriowo Autos Retail Outlet , Akoka
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-matrix-2003-automatic-ng-360030?filter=,Petrol,automatic,
C,2008 Mercedes-Benz C300,Nigerian Used,"₦ 2,500,000","Mileage:  298,528 Km",Year: 2008,Car ID: NG-353587,"Kano - SNB
                                                                                                                        , Kano",https://buy.cars45.com/cars/mercedes-benz-c300-2008-automatic-ng-353587?filter=,Sedan,Petrol,automatic
D,2002 Mercedes-Benz C180,Foreign Used,"₦ 1,895,250","Mileage:  195,413 Km",Year: 2002,Car ID: NG-360177,"Mainland 2 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/mercedes-benz-c180-2002-automatic-ng-360177?filter=,Hatchback,Petrol,automatic
D,2005 Toyota Camry,Nigerian Used,"₦ 1,200,000","Mileage:  106,420 Km",Year: 2005,Car ID: NG-360062,"Mainland 1 - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/toyota-camry-2005-automatic-ng-360062?filter=,Sedan,Petrol,automatic
D,2005 Honda Accord,Nigerian Used,"₦ 640,000","Mileage:  122,779 Km",Year: 2005,Car ID: NG-360229,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2005-automatic-ng-360229?filter=,Sedan,Petrol,automatic
C,2013 Honda Accord,Nigerian Used,"₦ 2,982,500","Mileage:  41,588 Km",Year: 2013,Car ID: NG-359983,"Island - SNB
                                                                                                                        , Lagos",https://buy.cars45.com/cars/honda-accord-2013-automatic-ng-359983?filter=,Sedan,Petrol,automatic
